,date,reviewNo,employeeType,position,summary,pro,con,advice,overallStar,reviewLink
522, 22 Mar 2018,empReview_19819357,Current Employee - Associate Software Engineer,I have been working at Accenture full-time (Less than a year),"Good enough,",Management is good.Canteen food is love,- Less pay- Doesn't push you to your limits.- Feels like stuck,-Nothing,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19819357.htm
523, 22 Mar 2018,empReview_19827533,Current Employee - SSE,I have been working at Accenture full-time (More than a year),Average,Working from past 2 years. Working culture is good.,Not having hikes from past 2 years for most of the people not even single rupee.,Full of politics to give promotions.,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19827533.htm
524, 23 Mar 2018,empReview_19830456,Former Employee - Senior Software Engineer,I worked at Accenture full-time (Less than a year),Senior Software Engineer,ok to work with proper monetary benefits,work pressure is too much,please improve,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19830456.htm
525, 6 Mar 2018,empReview_19546420,Former Employee - Associate Software Engineer,I worked at Accenture full-time (More than a year),associate software engineer,"Flexible compared to Infosys,cts,wipro.Good work environmentIncentives",I was struck in support team and they rejected my roll off request hence I resigned my job. they trap new employees in crap projects.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19546420.htm
526, 22 Mar 2018,empReview_19811288,Former Employee - Team Lead,I worked at Accenture full-time (More than 8 years),Just above the Indian IT services company league,Freedom of speech and mange your work life balanceNo in out timingOnsite if you lucky,"Low salary if you remain in Accenture for long , so quit before it's late.Variable pay is a bluff by HRRelocation is a third degree torture for ncr employee",Please consider market correction for loyal employeeMake onsite opportunities for transparent,2.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19811288.htm
527, 7 Mar 2018,empReview_19574028,Former Employee - Anonymous Employee,I worked at Accenture full-time (Less than a year),A great place to work,"Flexibility, Work, Leaves, Work life balance","Lack of proper hand-over, sitting arrangements",None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19574028.htm
528, 7 Mar 2018,empReview_19574877,Former Employee - Software Engineering Analyst,I worked at Accenture full-time (More than a year),Software Engineering Analyst,Can learn some proprietary tools if your placed into the project that uses the same.,"You dont really have control over choosing the project. Will have to choose from what they give,",None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19574877.htm
529, 7 Mar 2018,empReview_19584736,Current Employee - Applications Development Programmer Analyst,I have been working at Accenture full-time (More than a year),Good Place to work,"Flexibility, Work life balance,Oppurtunities to groom and learn new technology",There are none that I found out,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19584736.htm
530, 8 Mar 2018,empReview_19586421,Current Employee - Specialist,I have been working at Accenture full-time (More than 3 years),Great Place to work,Get to work with Fortune 500 clients | Work from home | Work life balance | Good salary,Quality of resources going down | Old employees takes credit of others work,Set up systems to get unfiltered information from grass root level,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19586421.htm
531, 21 Mar 2018,empReview_19797488,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than 3 years),Company is the best But needs to lick the shoes of the Mangers if you want to survive,"Best company in the industry, works on policies not on persons","Few managers are very worst in nature, they expects employees to lick their shoes for survival , hikes and promotions",None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19797488.htm
532, 7 Mar 2018,empReview_19566180,Current Employee - Data Analyst,I have been working at Accenture full-time (More than 3 years),Data Analyst,One of best place to work .,less individual roles; more team work,best managment,5.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19566180.htm
533, 6 Mar 2018,empReview_19548233,Current Employee - Senior Test Engineer,I have been working at Accenture full-time (More than 3 years),Good company to work with,Good company to work with,Depends on project you work,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19548233.htm
534, 6 Mar 2018,empReview_19548726,Current Employee - Senior Systems Analyst,I have been working at Accenture full-time (Less than a year),Best amongst IT Service Industry,"Good opportunities, Process well defined",Sometimes forced to work on outdated technology,Don't get biased during appraisal time,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19548726.htm
535, 6 Mar 2018,empReview_19563086,Current Employee - Software Engineer,I have been working at Accenture full-time (More than 3 years),Good place to work,Good hikesAll the perks of an MNC,Long working hoursNo work life balance,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19563086.htm
536, 20 Mar 2018,empReview_19776103,Current Employee - Applications Developer,I have been working at Accenture full-time (More than 3 years),Working environment,"good environment, work life balance",less salary and promotion based on time not on talent,You should increase salary as per contribution not on a regular scale basis,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19776103.htm
537, 5 Mar 2018,empReview_19529971,Current Employee - Senior Software Developer,I have been working at Accenture full-time (More than 5 years),Senior Software Developer,Due to Cluster system less time spent in travel,Less option for work from home,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19529971.htm
538, 5 Mar 2018,empReview_19531366,Former Employee - Management Consultant,I worked at Accenture full-time (More than 3 years),One of the best companies to work for,> Amazing work opportunities f you are ambitious>Great Team,>PPT making can sometimes be boring,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19531366.htm
539, 5 Mar 2018,empReview_19535049,Former Employee - Senior Consultant,I worked at Accenture (More than a year),Overall,Very Good exposure fro some projects!,Some managers are very political,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19535049.htm
540, 5 Mar 2018,empReview_19535480,Current Employee - IT Operations Lead,I have been working at Accenture full-time (More than 5 years),Good company to work with!,Crystal clear employee friendly policies.Process oriented work structure.Decent salary.,Hectic work schedule and minimal work-life balance.Fringe centres like KDC not as good as BDC etc.,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19535480.htm
541, 5 Mar 2018,empReview_19545148,Current Employee - Associate Applications Developer,I have been working at Accenture full-time (More than 3 years),Associate Developer,1.Good Work Culture2.Work life balance,Not Preferred on Non BE Graduates,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19545148.htm
542, 5 Mar 2018,empReview_19545706,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 5 years),Good work life balance,Good work life balance,Less Opportunities to grow,None,4.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19545706.htm
543, 19 Mar 2018,empReview_19752590,Current Employee - Anonymous Employee,I have been working at Accenture full-time (More than 3 years),senior Software Engineer,"flexibility, good working culture, free cab","your growth depends upon, project you get.",doing great,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19752590.htm
544, 19 Mar 2018,empReview_19758966,Current Employee - Senior Software Engineer,I have been working at Accenture full-time (More than 3 years),Everything depends on ur project,Good environmemt to work. Can work in different projects ..differnt clients..different environments,Less hikes less promotions as you have many people in row,Nothing,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19758966.htm
545, 19 Mar 2018,empReview_19759002,Former Employee - Anonymous Employee,I worked at Accenture full-time (More than a year),"Good work culture, nice teams","Good teamwork, be sure of what you are looking for","crazy work hours, crazier politics",None,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19759002.htm
546, 19 Mar 2018,empReview_19761562,Current Employee - Senior Software Engineer,I have been working at Accenture (More than 3 years),good,good in terms of project,bad in terms of cab services,Keep it up,3.0,https://www.glassdoor.com/Reviews/Accenture-Reviews-E4138.htm/Reviews/Employee-Review-Accenture-RVW19761562.htm
